id,label,dateOfBirth,dateOfDeath,countryOfCitizenshipISO,harvardIndex,bionomia,authorAbbrv,aliases,firstName,lastName
Q10262955,Cândido Azevedo Mendes S.J.,,,,,,,,Cândido,S.J.
Q102640910,Jill Marion Goodwin,1947.0,,NZ,,,,"Jill Marion Collins, Jill Goodwin, J. Goodwin",Jill,Goodwin
Q10266247,Dietmar Ernst Aichele,1928.0,,,,,,,Dietmar,Aichele
Q102684896,Robert Templeman,,,,20038,,,,Robert,Templeman
Q10270475,Edmundo Navarro de Andrade,1881.0,1941.0,BR,35769,,,,Edmundo,Andrade
Q10270505,Édouard Adjanohoun,1928.0,2016.0,BJ,80066,Q10270505,Adjan.,"Edouard Adjanohoun, Adjan., Édouard Joshua Adjanohoun, E. J. Adjanohoun, É. J. Adjanohoun, E. Adjanohoun",Édouard,Adjanohoun
Q10270592,Eduard Ferdinand de Vogel,1942.0,2021.0,NL,26959,Q10270592,de Vogel,de Vogel,Eduard,Vogel
Q102707,Friedrich Oltmanns,1860.0,1945.0,DE,21456,,Oltm.,Oltm.,Friedrich,Oltmanns
Q102724,Theodor Dorsten,1492.0,1552.0,DE,,,,,Theodor,Dorsten
Q10274027,Ernest Victor Abbott,1899.0,1980.0,US,60262,,E.V.Abbott,E.V.Abbott,Ernest,Abbott
Q10274118,Ernst Cleveland Abbe,1905.0,2000.0,US,30066,Q10274118,Abbe,"Abbe, E. C. Abbe, Ernst C. Abbe",Ernst,Abbe
Q10274128,Ernst Schenk,1880.0,1965.0,,37390,,E.Schenk,E.Schenk,Ernst,Schenk
Q10277796,Etienne Agsteribbe,1901.0,1964.0,,79637,,Agst.,Agst.,Etienne,Agsteribbe
Q102779567,Zensaku Ishida,1874.0,1940.0,JP,,Q102779567,,"Z. Ishida, Zensaku Katsumata, Ishida Zensaku, I Zensaku",Zensaku,Ishida
Q102788,Johann Joseph Hoffmann,1805.0,1878.0,,76142,,J.J.Hoffm.,"J.J.Hoffm., J.J. Hoffmann",Johann,Hoffmann
Q1028147,Pál Greguss,1889.0,1984.0,HU,73602,,Greguss,"Pál(Paul) Greguss, Greguss, Pal Greguss",Pál,Greguss
Q10284499,"Francis Abbott, Jr.",1834.0,1903.0,,65826,,,,Francis,Jr.
Q10284556,Francisco Alcaraz Ariza,1958.0,,ES,22466,,Alcaraz,Alcaraz,Francisco,Ariza
Q10284967,Francisco Manoel Carlos de Mello de Ficalho,1837.0,1903.0,,77995,Q10284967,Ficalho,"Ficalho, Francisco Manuel de Melo Breyner, 4th Count of Ficalho, Francisco Manuel de Melo Breyner",Francisco,Ficalho
Q10285961,Friedhelm Reinhold Butzin,1936.0,,DE,38792,,Butzin,Butzin,Friedhelm,Butzin
Q1028738,Te-Tzu Chang,1927.0,2006.0,CN,,Q1028738,T.T.Chang,"Zhang Deci, T.T. Chang, Chang Te-tzu, T. T. Chang",Te-Tzu,Chang
Q10288130,Galip Akaydın,,,TR,13834,,Akaydın,Akaydın,Galip,Akaydın
Q10288246,Ganga Prasad Agarwal,1926.0,,,,,G.P.Agarwal,"G.P.Agarwal, G.P. Agarwal, G. P. Agarwal",Ganga,Agarwal
Q1028890,Gustav Lorinser,1811.0,1863.0,,7766,,G.Lorinser,G.Lorinser,Gustav,Lorinser
Q1028893,Charles Wager,1666.0,1743.0,GB,5222,,,,Charles,Wager
Q10288941,George Adams,1720.0,1786.0,,73693,,,,George,Adams
Q10288948,George Edward Briggs,1893.0,1985.0,GB,68284,,G.E.Briggs,G.E.Briggs,George,Briggs
Q10288957,George Marie Mangenot,1899.0,1985.0,,80949,Q10288957,Mangenot,Mangenot,George,Mangenot
Q10288967,George Patrick Ahern,1859.0,1942.0,,45073,,,G. P. Ahern,George,Ahern
Q10289422,Giacomo Albo,,,,,,,,Giacomo,Albo
Q10289602,Sally Bidgood,1948.0,2018.0,GB,31123,Q10289602,Bidgood,"Bidgood, Gillian Sally Bidgood, Gillian Sally See",Sally,Bidgood
Q102905015,Aja Sherman,1983.0,,US,,0000-0002-8295-9391,,"Aja Marcato, A. C. Sherman, Aja Collette Sherman, Aja Collette Marcato",Aja,Sherman
Q10290737,Gottlieb Friedrich Abel,1763.0,1822.0,,80343,,Abel,Abel,Gottlieb,Abel
Q10291435,Gražina Adamonytė,,,,62275,,Adamonytė,Adamonytė,Gražina,Adamonytė
Q1029228,Camille Montagne,1784.0,1866.0,FR,722,Q1029228,Mont.,"Mont., Jean Pierre François Camille Montagne, J.P.F.C. Montagne",Camille,Montagne
Q10292751,Guilherme Augusto de Brito Capelo,1839.0,1926.0,PT,39406,Q10292751,,,Guilherme,Capelo
Q10292841,Guilherme Schüch Capanema,1824.0,1908.0,BR,68529,,Capan.,"Wilhelm Schüch, Capan.",Guilherme,Capanema
Q10293073,Gustaf Frederick Hjalmar Agner,1854.0,1898.0,,73694,,,,Gustaf,Agner
Q102936549,Lelah Milene Porter,1927.0,2001.0,US,,Q102936549,,"Milene Porter, Leah Milene Porter Cozens",Lelah,Porter
Q10293705,Hannah Caroline Aase,1883.0,1980.0,US,24827,Q10293705,Aase,"Aase, H. C. Aase, Hannah C. Aase",Hannah,Aase
Q10293998,Harry E. Ahles,1924.0,1981.0,US,2755,Q10293998,H.E.Ahles,"H.E.Ahles, Harry Ahles",Harry,Ahles
Q102941146,George B. King,1848.0,1916.0,US,,Q102941146,,G. B. King,George,King
Q10294687,Henri Drouët,1829.0,1900.0,FR,27653,,Drouet,Henri Drouet,Henri,Drouët
Q10294706,Henrique Aragão,1879.0,1956.0,BR,107156,,Aragão,"Henrique de Beaurepaire Aragão, Aragão, Herinque de Beaurepaire Rohan Aragao, ARAGAO H, H ARAGAO",Henrique,Aragão
Q10294817,Henrique Pedro Carlos de Beaurepaire-Rohan,1812.0,1894.0,BR,40173,,,"Visconde de Beaurepaire-Rohan, Henrique Pedro Carlos de Beaurepaire Rohan, Henrique de Beaurepaire Rohan, Beaurepaire Rohan, Beaurepaire-Rohan, H. B. Rohan, Henrique de Beaurepaire-Rohan, Vizconde de Beaurepaire Rohan",Henrique,Beaurepaire-Rohan
Q10295403,Hidetsugu Akioka,1937.0,,JP,83303,,Akioka,Akioka,Hidetsugu,Akioka
Q10297009,"Dai, Kai-Zhi",,,,,,,,"Dai,",Kai-Zhi
Q10297315,Hiroyuki Akiyama,1956.0,,,92915,,H.Akiyama,H.Akiyama,Hiroyuki,Akiyama
Q10298773,Hugo Meinhard Schiechtl,1922.0,2002.0,,,,,,Hugo,Schiechtl
Q10298827,Huldrich Albrecht Rohner,1900.0,1971.0,,74409,,,,Huldrich,Rohner
Q1030023,Ion James Muirhead Williams,1912.0,2001.0,ZA,44792,Q1030023,I.Williams,"I.Williams, I. J. Muirhead William, I.J.M.Williams",Ion,Williams
Q103004021,Artem V Leostrin,,,,,0000-0002-9269-7954,,Artem Leostrin,Artem,Leostrin
Q10301856,Iñaki Aizpuru Oiarbide,1956.0,,ES,72093,,Aizpuru,"Iñaki Aizpuru, Aizpuru",Iñaki,Oiarbide
Q10303867,Isamu Akatsuka,,,,64830,,Akatsuka,Akatsuka,Isamu,Akatsuka
Q10304372,Ivan Ivanovich Abramov,1912.0,1990.0,,69076,Q10304372,I.I.Abramov,I.I.Abramov,Ivan,Abramov
Q10304543,Izonete de Jesus Araujo Aguiar,1947.0,,BR,80334,,I.J.A.Aguiar,I.J.A.Aguiar,Izonete,Aguiar
Q10304923,Jaime Batalha Reis,1847.0,1934.0,PT,40239,Q10304923,,,Jaime,Reis
Q10305051,James Alexander Brewer,1818.0,1886.0,,2288,,Brewer,"Brewer, J.A. Brewer",James,Brewer
Q10305065,James D. Ackerman,1950.0,,US,6354,,Ackerman,"James David Ackerman, Ackerman",James,Ackerman
Q10305075,James Fowler Adams,1888.0,1967.0,US,70368,Q10305075,J.F.Adams,"J.F.Adams, James F. Adams, J. F. Adams",James,Adams
Q10305348,Jacques-Georges Adam,1909.0,1980.0,FR,64737,Q10305348,J.-G.Adam,"J.-G.Adam, Jacques George Adam, Jaques-George Adam",Jacques-Georges,Adam
Q10306396,Jaroslav Jiljí Jahn,1865.0,1934.0,,13191,Q10306396,,Jároslav Jahn,Jaroslav,Jahn
Q10306528,Jean Baptiste Binot,,,FR,,,,,Jean,Binot
Q10306979,Joan W. Nowicke,1938.0,,US,10003,,Nowicke,"Nowicke, J. W. N., J. W. Nowicke",Joan,Nowicke
Q10307130,Joaquim Correia de Melo,1816.0,1877.0,BR,31190,,Corr.Mello,"Joaquim Corrêa de Mello, Corr.Mello",Joaquim,Melo
Q10307166,Joaquim Filipe Nery da Encarnação Delgado,1835.0,1908.0,,83494,,Delgado,"Joachim Filippe Nery Delgado, Delgado",Joaquim,Delgado
Q10307320,Joaquim Monteiro Caminhoá,1836.0,1896.0,BR,82376,,Caminhoá,Caminhoá,Joaquim,Caminhoá
Q10307405,Joaquim Santos Júnior,1901.0,1990.0,PT,36909,,,Joaquim Rodrigues dos Santos Júnior,Joaquim,Júnior
Q10307467,Joachim da Silva Tavares,1866.0,1931.0,,73455,Q10307467,J.Tav.,"J.Tav., Joaquim da Silva Tavares, J. de Silva Tavares, J.S. Tavares",Joachim,Tavares
Q10307747,Johan Erik Ewald Ahrling,1837.0,1888.0,SE,64964,Q10307747,,,Johan,Ahrling
Q10307767,Johann Friedrich Peter Dreves,1772.0,1816.0,DE,62916,,Dreves,Dreves,Johann,Dreves
Q10307778,Johann Otto Boeckeler,1803.0,1899.0,,7101,,Boeckeler,Boeckeler,Johann,Boeckeler
Q10307779,Johann Patricius Adlerstam,,,,2641,,Adlerstam,,Johann,Adlerstam
Q10307781,Johann Wilhelm Krause,1764.0,1842.0,DE,62665,,Krause,,Johann,Krause
Q10307799,John Adams,1872.0,1950.0,IE,83458,Q10307799,J.Adams,J.Adams,John,Adams
Q10307888,John Robert Akeroyd,1952.0,,GB,72748,,Akeroyd,Akeroyd,John,Akeroyd
Q10308271,Jorge Víctor Crisci,1945.0,,AR,72507,,Crisci,"Crisci, JV Crisci",Jorge,Crisci
Q10308585,Joseph Edison Adams,1904.0,1981.0,,68416,Q10308585,J.E.Adams,J.E.Adams,Joseph,Adams
Q10308594,Joseph Hutchinson,1902.0,1988.0,,2782,,J.B.Hutch.,"J.B.Hutch., Sir Joseph Burtt Hutchinson",Joseph,Hutchinson
Q10308607,Joseph William Adams,1906.0,1986.0,US,35372,Q10308607,J.W.Adams,J.W.Adams,Joseph,Adams
Q10308727,José Alberto de Oliveira Anchieta,1832.0,1897.0,,31038,Q10308727,,"José Anchieta, José de Anchieta, ""José dAnchieta"", J.A. Anchieta, J.A.O. Anchieta, J. Anchieta, J Anchieta",José,Anchieta
Q10308875,José Alfredo Caro,1919.0,1985.0,AR,3674,Q10308875,Caro,"Caro, J. A. Caro, José A. Caro",José,Caro
Q10309411,José Floriano Barêa Pastore,1979.0,,BR,,,J.F.B.Pastore,"J.F.B.Pastore, José F B Pastore, José Floriano Barea Pastore",José,Pastore
Q10310611,José Veríssimo de Almeida,1834.0,1915.0,PT,70650,,J.V.Almeida,"J.V.Almeida, ""José Veríssimo dAlmeida""",José,Almeida
Q10310867,José do Canto,1820.0,1898.0,,,,,,José,Canto
Q1031241,Gyula Gáyer,1883.0,1932.0,HU,75011,Q1031241,Gáyer,"Gyula Gayer, Gyula Julius Gáyer, Gáyer, Julius Gáyer",Gyula,Gáyer
Q10312459,João de Carvalho e Vasconcellos,,,,,,,,João,Vasconcellos
Q10312633,Juan Ramón Acebes Ginovés,1950.0,,ES,92955,,Acebes,"Acebes, Juan Ramón Acebes",Juan,Ginovés
Q10312895,Julio Afonso-Carrillo,1954.0,,ES,31301,,Afonso-Carr.,Afonso-Carr.,Julio,Afonso-Carrillo
Q10313892,Karl Rudolf Afzelius,1887.0,1971.0,SE,15892,,K.Afzel.,K.Afzel.,Karl,Afzelius
Q10313904,Kārlis Ābele,1896.0,1961.0,LV,68766,,,,Kārlis,Ābele
Q10314195,Kenneth M. Towe,1935.0,,,78688,,Towe,Towe,Kenneth,Towe
Q10314484,Klas Ahlner,1845.0,1908.0,,1050,,K.Ahlner,"K. Ahlner, K.Ahlner",Klas,Ahlner
Q10314569,Koichiro Akechi,,,,,,,,Koichiro,Akechi
Q103153903,Ralph Fontaine Annereau,1904.0,1986.0,US,,Q103153903,,"R. F. Annereau, Ralph F. Annereau",Ralph,Annereau
Q103155043,Raymond G. Grogan,1920.0,2016.0,,,Q103155043,,Raymond Gerald Grogan,Raymond,Grogan
Q10316562,Laurence George Adams,1929.0,2014.0,AU,72910,Q10316562,L.G.Adams,"Laurence G. Adams, L. G. Adams, Laurie Adams, L.G. Adams",Laurence,Adams
Q10316563,Laurent Aké Assi,1931.0,2014.0,CI,42400,Q10316563,Aké Assi,Aké Assi,Laurent,Assi
Q10316807,Leandro do Santíssimo Sacramento,,,BR,,,,,Leandro,Sacramento
Q10317899,Libero Ajello,1916.0,2004.0,US,74766,,Ajello,Ajello,Libero,Ajello
Q103194142,David Dyson,1823.0,1856.0,GB,,Q103194142,,D. Dyson,David,Dyson
Q10319910,Louis Clément Joseph Aigret,1856.0,1921.0,,570,,Aigret,Aigret,Louis,Aigret
Q10319922,Louis Ravaz,1863.0,1937.0,FR,67294,,Ravaz,"Louis Etienne Ravaz, Ravaz",Louis,Ravaz
Q1031993,Masao Kitagawa,1910.0,1995.0,JP,1939,,Kitag.,"Kitag., 北川政夫(Masao Kitagawa)",Masao,Kitagawa
Q103202,Jean David Bouché,1747.0,1819.0,DE,,,,"Carl Paul Bouché, Jean David Bouche, Carl Paul Bouche",Jean,Bouché
Q10320446,Ludwig Achepohl,,1902.0,,825,,Achepohl,"Achepohl, L. Achepohl",Ludwig,Achepohl
Q10320457,Ludwig Johann Christoph Beenken,1966.0,,DE,45005,,Beenken,"Beenken, Ludwig Beenken",Ludwig,Beenken
Q1032088,Félix de Avelar Brotero,1744.0,1828.0,,21242,Q1032088,Brot.,"Brot., Felix Avelar Brotero, Felix de Avelar Brotero",Félix,Brotero
Q10321691,Luís Wittnich Carrisso,1886.0,1937.0,PT,18411,Q10321691,Carrisso,"Carrisso Luis Wittnich, Carrisso",Luís,Carrisso
Q10323105,Mahesh Kumar Adhikari,,,,,,,,Mahesh,Adhikari
Q103234039,Robert Adams Wilson,1875.0,1964.0,NZ,,Q103234039,,"Major Robert Wilson D.S.O., R. A. Wilson",Robert,Wilson
Q10323602,Manfred Wolff,1952.0,,DE,,,M.Wolff,M.Wolff,Manfred,Wolff
Q10323997,Manuel Barros,1880.0,1973.0,AR,80793,,Barros,Barros,Manuel,Barros
Q10324686,Manuel de Sousa da Câmara,1871.0,1955.0,PT,61650,,Sousa da Câmara,"Manuel Emmanuele de Sousa da Câmara, Sousa da Câmara",Manuel,Câmara
Q10325528,Marcus Jan Adriani,1908.0,1995.0,NL,62363,,,,Marcus,Adriani
Q10326204,Mariam V. Agababjan,1964.0,,AM,65796,,M.V.Agab.,M.V.Agab.,Mariam,Agababjan
Q103264316,John Melmoth Dow,1827.0,1892.0,US,,Q103264316,,"Captain John M. Dow, Captain John Dow, John M. Dow, John Dow, J. M. Dow, Captain John Melmoth Dow",John,Dow
Q10326579,Mark E. Aken,,,,,,,,Mark,Aken
Q10327114,Masaru Akiyama,1928.0,,,76640,,M.Akiyama,M.Akiyama,Masaru,Akiyama
Q1032739,Royal Horticultural Society,,,,92129,,,"RHS, Horticultural Society of London",Royal,Society
Q103274925,Hélène Choumara-Bailly,1928.0,2018.0,FR,,Q103274925,,"H Bailly-Choumara, Hélène Choumara, Hélène Bailly, Helene Choumara-Bailly, Helen Baily-Choumara",Hélène,Choumara-Bailly
Q10327725,Max Abraham,1860.0,1914.0,,72236,,,M.Abraham,Max,Abraham
Q10327803,Maximilianus Joseph Adalbertus Andreas Antonius Adamski,1796.0,1841.0,,72237,,,,Maximilianus,Adamski
Q10329446,Michael Gottlieb Ritter von Agnether,1719.0,1752.0,,73695,,,,Michael,Agnether
Q10331852,Monique Keraudren-Aymonin,1928.0,1981.0,FR,81079,Q10331852,Keraudren,"Keraudren, M. Keraudren, M. Keraudren-Aymonin, Monique Keraudren, Monique Rose Keraudren, Aymonin, M.K., M.K. Aymonin, M. K. Aymonin",Monique,Keraudren-Aymonin
Q103326,Günther Sterba,1922.0,2021.0,DE,60875,,Sterba,Sterba,Günther,Sterba
Q10332770,Moustafa Sayed-Ahmed Abdallah,1918.0,2001.0,EG,43612,,Abdallah,Abdallah,Moustafa,Abdallah
Q10334564,Mário de Azevedo Gomes,1885.0,1965.0,PT,,,,,Mário,Gomes
Q10335267,Nabin Acharya,,,,61573,,Acharya,,Nabin,Acharya
Q103357722,Johannes Elizius Alphonsus den Doop,1889.0,1954.0,NL,13472,Q103357722,,J. E. A. den Doop,Johannes,Doop
Q1033604,Béla Hankó,1886.0,1959.0,HU,82141,,Hankó,"Bela Hanko, Hankó, Hankó Béla",Béla,Hankó
Q10336899,Nils Albertson,1909.0,1956.0,,78183,,Alberts.,Alberts.,Nils,Albertson
Q1033711,Miksa Hantken,1821.0,1893.0,HU,72111,,Hantken,"Miksa von Hantken, Hantken, Max Hantken von Prudnik",Miksa,Hantken
Q1033879,Árpád Haraszty,1907.0,1987.0,HU,,,,Arpad Haraszty,Árpád,Haraszty
Q103408872,Walter Reaves Zappey,1878.0,1914.0,US,,Q103408872,,"Walter Reeves Zappey, W. R. Zappey, Walter Reves Zappey, Walter R. Zappey",Walter,Zappey
Q10344159,Panagiotis Gennadius,1848.0,1917.0,GR,73225,Q10344159,Gennad.,"Panayiotis Gennadius, Panagiotes G. Gennadius, Gennad., Panagiotis Georgiou Gennadius, Panagiotis Gennadios",Panagiotis,Gennadius
Q1034588,Frigyes Ákos Hazslinszky,1818.0,1896.0,,31661,Q1034588,Hazsl.,"Friedrich August Hazlinszky von Hazslin, Hazsl., Frigyes Akos Hazslinszky",Frigyes,Hazslinszky
Q10346095,Patricia J. Adey,1936.0,,,72399,,P.J.Adey,P.J.Adey,Patricia,Adey
Q10346273,Paul Choffat,1849.0,1919.0,"PT, CH",,Q10346273,,Léon Paul Choffat,Paul,Choffat
Q10346275,Paul Silva,1922.0,2014.0,US,48686,,P.C.Silva,"Paul C. Silva, P C Silva, Paul Claude Silva, Paul C Silva, P.C.Silva, P. C. Silva",Paul,Silva
Q103473,Georg August Zenker,1855.0,1922.0,DE,39525,Q103473,G.Zenker,"G.Zenker, Zenker G.A., Georg A. Zenker, G. A. Zenker",Georg,Zenker
Q10347935,Pehr Conrad Afzelius,,,,,,,,Pehr,Afzelius
Q103490,Friedrich von Medem,1912.0,1984.0,DE,,Q103490,,"Friedrich Johann Graf von Medem, Federico Medem, Fred Medem, Frederick J. Medem",Friedrich,Medem
Q10349015,Petrus Mulerius,1599.0,1647.0,NL,,,,Peter Müller,Petrus,Mulerius
Q10349676,Pierre Mouillefert,1846.0,1903.0,FR,75950,,Mouill.,Mouill.,Pierre,Mouillefert
Q10349681,Pierre Staner,1901.0,1984.0,,62330,Q10349681,Staner,Staner,Pierre,Staner
Q103519,Anton Hofreiter,1970.0,,DE,88973,,Hofreiter,Hofreiter,Anton,Hofreiter
Q10358987,Reino Olavi Alava,1915.0,2011.0,FI,79153,Q10358987,Alava,"Alava, R. O. A., R. O. Alava",Reino,Alava
Q10359468,René Gämperle,,,,,,Gämperle,Gämperle,René,Gämperle
Q1036002,János Heuffel,1800.0,1857.0,,20605,Q1036002,Heuff.,"Heuff., Janos Heuffel, Johann Heuffel",János,Heuffel
Q10361286,Richard Quartin-Dillon,,1841.0,,12978,,Quart.-Dill.,Quart.-Dill.,Richard,Quartin-Dillon
Q10363185,Robert Latzel,1845.0,1919.0,,,,,,Robert,Latzel
Q10363189,Robert Lynch Wilbur,1925.0,2022.0,US,7251,Q10363189,Wilbur,"R. L. Wilbur, R. Wilbur, Bob Wilbur",Robert,Wilbur
Q10363200,Robert Perry Adams,,,US,,,,,Robert,Adams
Q10363201,Robert Phillip Adams,1939.0,2020.0,US,20935,,R.P.Adams,"R.P.Adams, Robert P Adams",Robert,Adams
Q10364126,Rokuro Adachi,1931.0,,,75376,,Adachi,Adachi,Rokuro,Adachi
Q10364172,Rolf Dieter Illg,1942.0,,BR,76104,,Illg,Illg,Rolf,Illg
Q10364291,Romualdo González Fragoso,1862.0,1928.0,ES,48128,,Gonz.Frag.,Gonz.Frag.,Romualdo,Fragoso
Q10364617,Rosemary Margaret Smith,1933.0,2004.0,GB,82384,Q10364617,R.M.Sm.,"R.M.Sm., Rosemary M. Smith, R. M. Smith",Rosemary,Smith
Q10365348,Rui Vieira,1926.0,2009.0,PT,12946,,R.M.S.Vieira,"Rui M.S. Vieira, R.M.S.Vieira",Rui,Vieira
Q1036690,Carl Adolf Terscheck,1782.0,1869.0,DE,65897,,Terscheck,Terscheck,Carl,Terscheck
Q10367096,Salvador Acosta Costellanos,1957.0,,,,,Acosta,"Salvador Acosta-Castellanos, Salvador Acosta Castellanos, Acosta",Salvador,Costellanos
Q10367206,Samantha Koehler,1975.0,,BR,16270,,S.Koehler,S.Koehler,Samantha,Koehler
Q1036746,Carl Bock,1849.0,1932.0,NO,,Q1036746,,"C. Bock, Carl Alfred Bock",Carl,Bock
Q1036866,Carl Rathjens,1887.0,1966.0,DE,35468,,,"C. Rathjens, Carl August Rathjens",Carl,Rathjens
Q10369134,Sebastião Phillipes Martins Estácio da Veiga,1828.0,1891.0,,,Q10369134,,"Veiga, Estácio da, Veiga, S. P. M. Estácio da",Sebastião,Veiga
Q1037005,Carl Beinert,1793.0,1868.0,DE,81577,,,Carl Christian Beinert,Carl,Beinert
Q10370960,Shankar Purushottam Agharkar,1884.0,1960.0,IN,3182,Q10370960,,,Shankar,Agharkar
Q10371059,Shigeo Akiyama,1906.0,,,28709,,Akiyama,Akiyama,Shigeo,Akiyama
Q10371267,Shripad Narayan Agashe,1939.0,,,46383,,Agashe,"Agashe, Shripad N. Agashe",Shripad,Agashe
Q103726,Adolf Schenck,1857.0,1936.0,DE,45219,,,,Adolf,Schenck
Q10373419,Sophia Åkermark,1817.0,1882.0,SE,1046,Q21504717,Åkermark,"Åkermark, Sophia Areschoug, S. Areschoug, S. Åkermark, Sophia Akermark",Sophia,Åkermark
Q103738826,Nancy Lindsay,1896.0,1973.0,,,,,,Nancy,Lindsay
Q10374664,Sudhanshu Kumar Jain,1926.0,,IN,82448,,S.K.Jain,S.K.Jain,Sudhanshu,Jain
Q10375176,Susan G. Aiken,1938.0,,,31221,,S.G.Aiken,"S.G.Aiken, Susan Graham Aiken, S. G. Aiken",Susan,Aiken
Q103755,Frieder Gröger,1934.0,2018.0,DE,,,Gröger,Gröger,Frieder,Gröger
Q103758406,Jan Minář,1936.0,,,,,,,Jan,Minář
Q1037646,Carl Erik Bergstrand,1830.0,1914.0,SE,23961,,Bergstr.,Bergstr.,Carl,Bergstrand
Q1037711,Carl Akeley,1864.0,1926.0,US,,Q1037711,,"Carl Ethan Akeley, Carl E. Akeley, C E Akeley",Carl,Akeley
Q103775,Wilhelm Schäperclaus,1899.0,1995.0,DE,81519,,Schäp.,Schäp.,Wilhelm,Schäperclaus
Q10377889,Takahide Hosokawa,1909.0,1981.0,JP,80590,,Hosok.,Hosok.,Takahide,Hosokawa
Q10378130,Tapan Kumar Adhya,1949.0,,,,,,,Tapan,Adhya
Q103783489,Aneta Słomka,,,PL,,,,,Aneta,Słomka
Q103783494,Klaudia Sychta,,,,,,,,Klaudia,Sychta
Q1037876,Ladislaus Hollós,1859.0,1940.0,,66595,Q1037876,Hollós,"Ladislaus Hollos, Ladislaus(László) Hollós, Hollós, László Hollós",Ladislaus,Hollós
Q1037905,Carl Fredrik Nyman,1820.0,1893.0,SE,277,Q1037905,Nyman,"Nyman, Karl Fredrik Nyman",Carl,Nyman
Q1037914,Carl Fredric Adler,1720.0,1761.0,SE,,Q1037914,,Carl Fredrik Adler,Carl,Adler
Q1038024,Carl Friedrich Kaltschmied,1706.0,1769.0,DE,,,,,Carl,Kaltschmied
Q10381015,Teuvo Tapio Ahti,1934.0,,FI,61528,0000-0001-7549-0962,Ahti,"Ahti, T. Ahti, Teuvo Ahti, T.T. Ahti, Teuvo Ted Ahti",Teuvo,Ahti
Q1038108,Carl Friedrich Wilhelm Cruse,1803.0,1873.0,,2338,,Cruse,Cruse,Carl,Cruse
Q1038118,Wilhelm Carl Meißner,1792.0,1853.0,DE,62587,,C.F.W.Meissn.,C.F.W.Meissn.,Wilhelm,Meißner
Q103813464,Robyn Smith,,,NZ,,,,R. Smith,Robyn,Smith
Q1038178,Carl Fruwirth,1862.0,1930.0,AT,2862,,Fruwirth,"Karl Fruwirth, Fruwirth, Carl Fruhwirth",Carl,Fruwirth
Q10381986,Theodoor Hendrik Arnold Jacob Abeleven,1822.0,1904.0,NL,1059,,Abeleven,"Theodor (Theodoor) Hendrik Arnoldus Jacobus Abeleven, Abeleven",Theodoor,Abeleven
Q103820831,Hendrina Alberta Beltman,,,,,,,,Hendrina,Beltman
Q103821095,Johan Frederik Christiaan Dix,1881.0,1988.0,,63278,,,,Johan,Dix
Q103821360,Verna Pratt,1930.0,2017.0,US,,,,"Verna Evelyn Goldthwaite, Verna Evelyn Pratt, Verna E. Pratt",Verna,Pratt
Q10382178,Thomas Carew Hunt,1808.0,1886.0,GB,23674,Q10382178,,,Thomas,Hunt
Q103833946,María Guadalupe Chávez Hernández,,,,,,M.G.Chávez,"María Guadalupe Chávez-Hernández, M.G.Chávez",María,Hernández
Q1038357,Carl Gotthilf Büttner,1848.0,1893.0,,23390,,,,Carl,Büttner
Q103838959,John Farquhar Findlay,1918.0,2000.0,,,,,"John Findlay, J. F. Findlay, John F. Findlay",John,Findlay
Q103843893,,1900.0,1927.0,,,,,,,
Q10384528,Trevor J. Edwards,1960.0,,,,,T.J.Edwards,T.J.Edwards,Trevor,Edwards
Q103859215,Abdurrahman Sefalı,,,,,,Sefalı,,Abdurrahman,Sefalı
Q10387139,Udai Ch Pradhan,1949.0,,,,,,,Udai,Pradhan
Q1038846,Charles Waterton,1782.0,1865.0,GB,,Q1038846,,"Waterton, C. Waterton",Charles,Waterton
Q10388891,Valentine Allorge,1888.0,1977.0,FR,2877,Q10388891,V.Allorge,"Valia Allorge, Valentine Selitsky, Valentine Gatin, Valentine Sélitsky, V.Allorge, Valia Selitsky Allorge, Valentine Selitsky Allorge",Valentine,Allorge
Q10389366,Vasconcelos Sobrinho,1908.0,1989.0,BR,39579,,,João de Vasconcelos Sobrinho,Vasconcelos,Sobrinho
Q10390334,Victor Anthony Albert,1964.0,,US,44394,,V.A.Albert,V.A.Albert,Victor,Albert
Q1039034,Carl Joachim Hambro,1885.0,1964.0,NO,,Q1039034,,C.J. Hambro,Carl,Hambro
Q1039093,Carl Julian von Graba,1799.0,1874.0,,,Q1039093,,"Carl Julian Graba, C. J. v. Graba, C. J. Graba, Graba, Karl Julius von",Carl,Graba
Q10392118,Vitorino Paiva Castro,1942.0,,BR,,,V.P.Castro,V.P.Castro,Vitorino,Castro
Q1039285,Carl Kraus,1851.0,1918.0,,,,,Karl Kraus,Carl,Kraus
Q10392986,Valery Ivanovich Grubov,1917.0,2009.0,RU,38698,,Grubov,Grubov,Valery,Grubov
Q10393072,Walter Gardiner,1859.0,1941.0,GB,,,,,Walter,Gardiner
Q10393078,Walter H. Adey,1934.0,,,5665,,W.H.Adey,"W.H.Adey, Walter Adey",Walter,Adey
Q10393080,Walter Harris Aiken,1856.0,1935.0,,48719,,,,Walter,Aiken
Q10393599,Wilhelm Adler,,,,,,,,Wilhelm,Adler
Q10393627,Wilhelm Friedrich Abendroth,1802.0,1863.0,,69930,,,,Wilhelm,Abendroth
Q10393687,William Edward Augustin Aikin,1807.0,1888.0,,30880,,,William E. A. Aikin,William,Aikin
